BAR kodas,Likutis,Likučio skirtumas,Mat.vnt.,Pr. grupės kodas,Prekės kodas,Prekės pavadinimas,Sandėlis,Sujungimo Tipas,TOPO Eugestos kiekis,TOPO Eugestos kodas,TOPO Eugestos pavadinimas,TOPO Eugestos trumpas pavadinimas
761091762715,132.0,4,Vnt.,TG070,404296.0,Valymo tabletės kavos ap.JURA 6vnt.,LOG BENDRAS,Sujungta,136,761091762715,Valymo tabletės kavos ap. JURA 6 vnt,6 vnt
400272000810,12.0,4,Vnt.,TG096,403694.0,Kavos pupelės MELITTA BellaCrema LaCrema 1kg,LOG BENDRAS,Sujungta,16,400272000810,Kavos pupelės MELITTA BellaCrema LaCrema,Kavos pupelės ME
692528193999,1.0,4,Vnt.,TG066,404124.0,"Kolonėlė JBL Charge 4, 20W, su mikrofonu, Bluetooth, atspari drėgmei, IPX7, juoda",LOG BENDRAS,Sujungta,5,692528193999,"Kolonėlė JBL Charge 4, 20W, su mikrofonu",Kolonėlė JBL Cha
477902708234,367.0,4,Vnt.,TG176,403713.0,Vaisių džiovintuvas VIDO KYS-336D,LOG BENDRAS,Sujungta,371,477902708234,Vaisių džiovint. VIDO KYS-336D,KYS-336D
400849627687,424.0,4,Vnt.,TG173,404006.0,"Elementai VARTA CR2025, 1 vnt. / litis, 3V, (6025)",LOG BENDRAS,Sujungta,428,400849627687,"elementai VARTA CR2025, 1 vnt. /  litis,","CR2025, 1 vnt. /"
800370511403,24.0,4,Vnt.,TG188,403885.0,Sumuštinių keptuvas - grilis ARIETE Toast & Grill compact 1982,LOG BENDRAS,Sujungta,28,800370511403,Sumuštinių keptuvas - grilis  ARIETE Toa,Toast & Grill co
376010275199,92.0,4,Vnt.,TG272,403871.0,Radija Thomson RT222,LOG BENDRAS,Sujungta,96,376010275199,Radija THOMSON RT222,RT222
734005535511,4.0,-4,Vnt.,TG094,403820.0,Kolonėlė MARSHALL KILBURN II BLACK EU juoda,LOG BENDRAS,Sujungta,0,734005535511,Kolonėlė MARSHALL KILBURN II BLACK EU ju,Kolonėlė MARSHAL
800370511425,1.0,4,Vnt.,TG188,403844.0,Laidynė ARIETE 6234,LOG BENDRAS,Sujungta,5,800370511425,Laidynė ARIETE 6234,6234
400251582626,3.0,4,Vnt.,TG098,420662.0,Dulkių siurblys MIELE Complete C3 Cat/Dog PowerLine 890 W tayberry red,LOG BENDRAS,Sujungta,7,400251582626,Dulkių siurblys MIELE Complete C3 Cat&Do,Complete C3 Cat&
502523283837,12.0,4,Vnt.,TG118,402932.0,Plaukų kirpimo mašinėlė PANASONIC ER-GC51-K503,LOG BENDRAS,Sujungta,16,502523283837,Plaukų kirpimo mašinėlė PANASONIC ER-GC5,ER-GC51-K503
505037030598,32.0,4,Vnt.,TG144,401987.0,Trintuvas SCARLETT SC - HB42S08,LOG BENDRAS,Sujungta,36,505037030598,Trintuvas SCARLETT SC - HB42S08,SC - HB42S08
800343781826,30.0,4,Vnt.,TG312,420787.0,Kaitlentė WHIRLPOOL ACM 712/IX,LOG BENDRAS,Sujungta,34,800343781826,Kaitlentė WHIRLPOOL ACM 712/IX,ACM 712/IX
505037030729,7.0,4,Vnt.,TG144,401997.0,Plaukų sukimo žnyplės SCARLETT SC-HS60593,LOG BENDRAS,Sujungta,11,505037030729,Pl. sukimo žnypl. SCARLETT SC-HS60593,SC-HS60593
711719795117,2.0,4,Vnt.,TG150,421703.0,Žaidimas PS4 Days Gone Standard Edition,LOG BENDRAS,Sujungta,6,711719795117,Žaidimas PS4 Days Gone Standard Edition,Žaidimas PS4 Day
505189221944,30.0,4,Vnt.,TG039,421670.0,Žaidimas PS4 Mortal Kombat 11,LOG BENDRAS,Sujungta,34,505189221944,Žaidimas PS4 Mortal Kombat 11,Mortal Kombat 11
374318843742,4.0,-4,Vnt.,TG147,402116.0,Siuvimo mašina SINGER 1412,LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
475092100075,127.0,4,Vnt.,TG152,402122.0,Maišeliai vakuum. aparat. STOLLAR SAT40,LOG BENDRAS,Sujungta,131,475092100075,Plėvelė vakuumavimo aparat. STOLLAR SAT4,SAT40
509920607305,2.0,4,Vnt.,TG090,421636.0,"Pelė LOGITECH Anywhere MX 2S, Bluetooth, grafit",LOG BENDRAS,Sujungta,6,509920607305,"Pelė LOGITECH Anywhere MX 2S, Bluetooth,","Anywhere MX 2S, "
312104006670,5.0,4,Vnt.,TG135,402139.0,Plaukų sukimo žnyplės ROWENTA CF3316,LOG BENDRAS,Sujungta,9,312104006670,Pl. sukimo žnypl. ROWENTA CF3316,CF3316
421020106874,255.0,4,Vnt.,TG022,421616.0,Barzdaskutė BRAUN 5030s,LOG BENDRAS,Sujungta,259,421020106874,Barzdaskutė BRAUN 5030s,5030s
424200277233,11.0,4,Vnt.,TG021,402201.0,Mėsmalė BOSCH MFW68660,LOG BENDRAS,Sujungta,15,424200277233,Mėsmalė BOSCH MFW68660,MFW68660
475092100054,55.0,4,Vnt.,TG152,402208.0,Mėsmalė STOLLAR BMG720,LOG BENDRAS,Sujungta,59,475092100054,Mėsmalė STOLLAR BMG720,BMG720
690144327622,109.0,4,Vnt.,TG057,421394.0,"Dėkliukas HUAWEI Y6 2019, nugarėlė, skaidri",LOG BENDRAS,Sujungta,113,690144327622,"Dėkliukas HUAWEI Y6 2019, nugarėlė, skai","Y6 2019, nugarėl"
690144321414,30.0,4,Vnt.,TG057,402327.0,"Dėkliukas HUAWEI P20, nugarėlė, silikoninė, juoda",LOG BENDRAS,Sujungta,34,690144321414,"Dėkliukas HUAWEI P20, nugarėlė, silikoni","P20, nugarėlė, s"
690144321412,46.0,4,Vnt.,TG057,402328.0,"Dėkliukas HUAWEI P20, nugarėlė, silikoninė, tamsiai mėlynas",LOG BENDRAS,Sujungta,50,690144321412,"Dėkliukas HUAWEI P20, nugarėlė, silikoni","P20, nugarėlė, s"
690144321704,10.0,4,Vnt.,TG057,402348.0,"Dėkliukas HUAWEI P20 Pro, knygutė, juoda",LOG BENDRAS,Sujungta,14,690144321704,"Dėkliukas HUAWEI P20 Pro, knygutė, juoda","P20 Pro, knygutė"
690144327231,28.0,4,Vnt.,TG057,421387.0,"Dėkliukas HUAWEI P Smart 2019 (Potter), mėlynas",LOG BENDRAS,Sujungta,32,690144327231,"Dėkliukas HUAWEI P Smart 2019 (Potter),",P Smart 2019 (Po
590825683901,34.0,4,Vnt.,TG310,421378.0,Mini viryklė MESKO MS 6508,LOG BENDRAS,Sujungta,38,590825683901,Mini viryklė MESKO MS 6508,MS 6508
690144328460,2.0,4,Vnt.,TG057,421349.0,Mobilusis telefonas HUAWEI P30 Black,LOG BENDRAS,Sujungta,6,690144328460,Mob.tel. HUAWEI P30 128GB Black,P30 128GB Black
590825683913,56.0,4,Vnt.,TG310,421347.0,Mini viryklė MESKO MS 6509,LOG BENDRAS,Sujungta,60,590825683913,Mini viryklė MESKO MS 6509,MS 6509
401558840441,39.0,4,Vnt.,TG328,421337.0,Vonios svarstyklės MEDISANA BS 445 Connect,LOG BENDRAS,Sujungta,43,401558840441,Vonios svarstyklės MEDISANA BS 445 Conne,BS 445 Connect
421020121961,32.0,4,Vnt.,TG022,421254.0,Barzdakirpė BRAUN BT3041 + Gillette skustuvas,LOG BENDRAS,Sujungta,36,421020121961,Barzdakirpė BRAUN BT3041 + Gillette skus,BT3041 + Gillett
192651071840,8.0,4,Vnt.,TG084,421209.0,"Planšetinis kompiuteris LENOVO TAB E7 TB-7104F 7"" WiFi Black",LOG BENDRAS,Sujungta,12,192651071840,"Planš.komp. LENOVO TAB E7 TB-7104F 7"" Wi",TAB E7 TB-7104F 
871010383684,139.0,4,Vnt.,TG120,421192.0,Kūno skustuvas PHILIPS Multigroom MG7745/15 14in1,LOG BENDRAS,Sujungta,143,871010383684,Kūno skustuvas PHILIPS Multigroom MG7745,Multigroom MG774
641041314895,40.0,4,Vnt.,TG104,421168.0,"Zefyrai MUSTANG, 250g",LOG BENDRAS,Sujungta,44,641041314895,"Zefyrai MUSTANG, 250g","Zefyrai MUSTANG,"
733254352054,4.0,4,Vnt.,TG311,421150.0,Garų surinktuvas AEG DPB5650M,LOG BENDRAS,Sujungta,8,733254352054,Garų surinktuvas AEG DPB5650M,DPB5650M
880164378454,9.0,4,Vnt.,TG141,421087.0,Išmanusis laikrodis SAMSUNG Galaxy Watch Active Green,LOG BENDRAS,Sujungta,13,880164378454,Išmanusis laikrodis SAMSUNG Galaxy Watch,Galaxy Watch Act
312104006993,2.0,4,Vnt.,TG158,421031.0,Laidynė TEFAL FV1544,LOG BENDRAS,Sujungta,6,312104006993,Laidynė TEFAL FV1544,FV1544
761303630303,169.0,4,Vnt.,TG108,420900.0,"Kavos kapsulės NESCAFE Dolce Gusto Cappuccino, 30 kaps., 349,5 g",LOG BENDRAS,Sujungta,173,761303630303,Kavos kapsulės NESCAFE Dolce Gusto Cappu,Dolce Gusto Capp
502523288238,1.0,4,Vnt.,TG118,403183.0,"Ausinės Panasonic RP-TCM115E-P į ausis, su mikrofonu",LOG BENDRAS,Sujungta,5,502523288238,"Ausinės Panasonic RP-TCM115E-P į ausis,",Ausinės Panasoni
800439933120,4.0,4,Vnt.,TG030,401810.0,Kavos virimo aparatas DELONGHI EC685R,LOG BENDRAS,Sujungta,8,800439933120,Kavos virimo aparatas DELONGHI EC685R,EC685R
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,763003038428,Kavos kapsulės NESPRESSO Intenso Ristret,Intenso Ristrett
303005012211,27.0,4,Vnt.,TG001,400975.0,Plaukų kirpimo mašinėlė BABYLISS E956E,LOG BENDRAS,Sujungta,31,303005012211,Plaukų kirpimo mašinėlė BABYLISS E956E,E956E
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,505506094888,Žaidimas PS4 Street Fighter V (5) Playst,PS4 Street Fight
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,509920600398,Kolonėlės LOGITECH S120 juodos,S120 juodos
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,692528193185,"Kolonėlė JBL GO 2, 3W, IPX7, su mikrofon",Kolonėlė JBL GO 
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,697099578023,Dulkių siurblys robotas XIAOMI Roborock,Roborock Gen 2 (
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,733254359018,Langų valytuvas ELECTROLUX WS71-6TG,WS71-6TG
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,763003038434,Kavos kapsulės NESPRESSO Intenso Dharkan,Intenso Dharkan 
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,800370510658,Sulčiaspaudė ARIETE 173,173
692528191875,52.0,4,Vnt.,TG066,400986.0,"Ausinės JBL T290SIL į ausis, su mikrofonu, sidabro sp.",LOG BENDRAS,Sujungta,56,692528191875,"Ausinės JBL T290SIL į ausis, su mikrofon","T290SIL į ausis,"
811138031046,1.0,4,Vnt.,TG049,401182.0,"Išmanioji apyrankė FITBIT CHARGE 3, Special Edition Lavender Woven",LOG BENDRAS,Sujungta,5,811138031046,"Išmanioji apyrankė FITBIT CHARGE 3, Spec","CHARGE 3, Specia"
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,880164390256,Planš.komp. SAMSUNG Galaxy Tab A T515 10,Galaxy Tab A T51
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,000031262087,"Kolonėlė JAM Double Chill, pilka",Kolonėlė JAM Dou
692528191809,2.0,4,Vnt.,TG066,400990.0,"Ausinės JBL E45BTBLK ant ausų, su mikrofonu, wireless, bluetooth, juodos",LOG BENDRAS,Sujungta,6,692528191809,"Ausinės JBL E45BTBLK ant ausų, su mikrof",E45BTBLK ant aus
880608820929,44.0,4,Vnt.,TG141,400240.0,Monitorius SAMSUNG LC27F390FHUXEN,LOG BENDRAS,Sujungta,48,880608820929,Monitorius SAMSUNG LC27F390FHUXEN,LC27F390FHUXEN
871010388284,4.0,4,Vnt.,TG120,400235.0,Dantų šepetėlis PHILIPS HX6836/24,LOG BENDRAS,Sujungta,8,871010388284,Dantų šepetėlis PHILIPS Sonicare HX6836/,Sonicare HX6836/
871010386402,7.0,4,Vnt.,TG120,400234.0,Dantų šepetėlis PHILIPS HX6803/04,LOG BENDRAS,Sujungta,11,871010386402,Dantų šepetėlis PHILIPS Sonicare HX6803/,Sonicare HX6803/
871010347263,20.0,4,Vnt.,TG120,401660.0,Kūdikių maist. ruoš. priet. PHILIPS AVENT SCF870/22,LOG BENDRAS,Sujungta,24,871010347263,Kūdikių maist. ruoš. priet. PHILIPS AVEN,SCF870/22
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,505037010202,"Virdulys SCARLETT SC 1020, 2.2l, juodas",SC 1020 juodas
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,490552493022,"Ausinės SONY MDR-ZX110APB ant ausų, su m",MDR-ZX110APB ant
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,477139685631,"TELE2 PILDYK DRAUGŲ pakuotė, 2 €",PILDYK DRAUGŲ pa
501077714585,12.0,4,Vnt.,TG054,401578.0,Masažinė vonelė HOMEDICS FS-505-EU,LOG BENDRAS,Sujungta,16,501077714585,Masažinė vonelė HOMEDICS FS-505-EU,FS-505-EU
692528193727,2.0,4,Vnt.,TG066,400855.0,"Ausinės JBL Endurance Dive į ausis, atsparios vandeniui, bluetooth, juoda/geltona",LOG BENDRAS,Sujungta,6,692528193727,"Ausinės JBL Endurance Dive į ausis, atsp",Endurance Dive į
641041242270,41.0,4,Vnt.,TG104,401389.0,Šepetys MUSTANG 3-in-1 daugiafunkcinis 41 cm,LOG BENDRAS,Sujungta,45,641041242270,Šepetys MUSTANG 3-in-1 daugiafunkcinis 4,Šepetys MUSTANG 
316843011601,69.0,4,Vnt.,TG158,400904.0,Sumuštinių keptuvė TEFAL SM1552,LOG BENDRAS,Sujungta,73,316843011601,Sumuštinių keptuvė TEFAL SM1552,SM1552
871010385414,86.0,4,Vnt.,TG120,401523.0,Plaukų kirpimo mašinėlė PHILIPS HC3522/15,LOG BENDRAS,Sujungta,90,871010385414,Plaukų kirpimo mašinėlė PHILIPS HC3522/1,HC3522/15
303005007568,8.0,4,Vnt.,TG001,400913.0,Plaukų sukimo žnyplės BABYLISS MS21E,LOG BENDRAS,Sujungta,12,303005007568,Plaukų sukimo žnyplės BABYLISS MS21E,MS21E
871010386136,20.0,4,Vnt.,TG120,401533.0,"Virdulys PHILIPS HD9359/90 1,7l",LOG BENDRAS,Sujungta,24,871010386136,"Virdulys PHILIPS HD9359/90 1,7l",HD9359/90
303005012127,95.0,4,Vnt.,TG001,400949.0,Plaukų džiovintuvas BABYLISS D342E,LOG BENDRAS,Sujungta,99,303005012127,Plaukų džiovintuvas BABYLISS D342E,D342E
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,003852163727,Žaislas TEKSTA robotas micro gyvūnėlis K,Žaislas TEKSTA r
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,376010275434,Radijo žadintuvas Thomson CT390,CT390
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,400650821770,Nukalkinimo skystis MELITTA Anti CALC BI,Anti CALC BIO 25
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,400814601453,Sumuštinių keptuvė su keičiamomis plokšt,SA 2968
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,401367401324,"Elementai ANSMANN 13 (PR48),  6vnt, cink","13 (PR48),  6vnt"
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,401367402613,"elementai ANSMANN SR SR 66/377, 1vnt., s","SR SR 66/377, 1v"
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,421020174632,Dantų šepetėlio antgalis ORAL-B EB 20-2,EB 20-2
,0.0,4,,,,,,Nerasta Eugestos ataskaitoje,4,477111485554,EŽIO pakuotė 2 € sąsk.,EŽIO pakuotė 2 €
692528192833,86.0,4,Vnt.,TG066,401064.0,"Ausinės JBL T205 į ausis, juodos",LOG BENDRAS,Sujungta,90,692528192833,"Ausinės JBL T205 į ausis, juodos","T205 į ausis, ju"
692528193325,9.0,4,Vnt.,TG066,400860.0,"Ausinės JBL Endurance Sprint į ausis, atsparios vandeniui, bluetooth, juoda",LOG BENDRAS,Sujungta,13,692528193325,"Ausinės JBL Endurance Sprint į ausis, at",Endurance Sprint
871010378880,14.0,4,Vnt.,TG120,400231.0,Oro drėkintuvas PHILIPS HU4803/01,LOG BENDRAS,Sujungta,18,871010378880,Oro drėkintuvas PHILIPS HU4803/01,HU4803/01
871010380902,21.0,4,Vnt.,TG120,401851.0,Dulkių siurblys robotas PHILIPS FC8794/01,LOG BENDRAS,Sujungta,25,871010380902,Dulkių siurblys robotas PHILIPS FC8794/0,FC8794/01
421020119028,42.0,4,Vnt.,TG022,400017.0,Epiliatorius BRAUN SE 3420,LOG BENDRAS,Sujungta,46,421020119028,Epiliatorius BRAUN SE 3420,SE 3420
871010367930,15.0,4,Vnt.,TG120,401793.0,Plaukų formavimo šukos PHILIPS HP8663/00,LOG BENDRAS,Sujungta,19,871010367930,Pl. formav. šukos PHILIPS HP8663/00,HP8663/00
871010377909,25.0,4,Vnt.,TG120,401786.0,Fotoepiliatorius PHILIPS Lumea BRI950/00,LOG BENDRAS,Sujungta,29,871010377909,Fotoepiliatorius PHILIPS Lumea BRI950/00,Lumea BRI950/00
871010379755,11.0,4,Vnt.,TG120,400230.0,Oro drėkintuvas PHILIPS HU4813/10,LOG BENDRAS,Sujungta,15,871010379755,Oro drėkintuvas PHILIPS HU4813/10,HU4813/10
871010377005,29.0,4,Vnt.,TG120,401767.0,Skustuvas moterims PHILIPS BRL170/00,LOG BENDRAS,Sujungta,33,871010377005,Skustuvas moterims PHILIPS BRL170/00,BRL170/00
871010376392,44.0,4,Vnt.,TG120,401763.0,Barzdaskutė PHILIPS S1310/04,LOG BENDRAS,Sujungta,48,871010376392,Barzdaskutė PHILIPS S1310/04,S1310/04
400814602772,11.0,4,Vnt.,TG146,400048.0,Fritiūrinė SEVERIN FR 2430,LOG BENDRAS,Sujungta,15,400814602772,Fritiūrinė SEVERIN AirFryer FR 2430,AirFryer FR 2430
421020100325,56.0,4,Vnt.,TG022,400005.0,Skustuvas moterims BRAUN FG 1100,LOG BENDRAS,Sujungta,60,421020100325,Skustuvas moterims BRAUN FG 1100,FG 1100
505037031501,4.0,4,Vnt.,TG144,286883.0,Plaukų tiesinimo žnyplės SCARLETT SC - HS60677,LOG BENDRAS,Sujungta,8,505037031501,Plaukų tiesinimo žnyplės SCARLETT SC - H,SC - HS60677
316843027103,21.0,4,Vnt.,TG158,401104.0,Keptuvė TEFAL SIMPLE B3170652 28cm,LOG BENDRAS,Sujungta,25,316843027103,Keptuvė TEFAL SIMPLE B3170652 28cm,Keptuvė TEFAL SI
400814601015,43.0,4,Vnt.,TG146,400073.0,Vaflinė SEVERIN WA 2106,LOG BENDRAS,Sujungta,47,400814601015,Vaflinė SEVERIN WA 2106,WA 2106
692528192806,21.0,4,Vnt.,TG066,401088.0,"Ausinės JBL T110 Bluetooth į ausis, su mikrofonu, baltos",LOG BENDRAS,Sujungta,25,692528192806,"Ausinės JBL T110 Bluetooth į ausis, su m",T110 Bluetooth į
400814602386,5.0,4,Vnt.,TG146,400086.0,Plaukų džiovintuvas SEVERIN HT 0156,LOG BENDRAS,Sujungta,9,400814602386,Plaukų džiovintuvas SEVERIN HT 0156,HT 0156
400814600246,42.0,4,Vnt.,TG146,400131.0,Mini viryklė SEVERIN KP1091,LOG BENDRAS,Sujungta,46,400814600246,Mini viryklė SEVERIN KP1091,KP1091
400814601539,119.0,4,Vnt.,TG146,400108.0,Sumuštinių keptuvė SEVERIN SA 2971,LOG BENDRAS,Sujungta,123,400814601539,Sumuštinių keptuvė SEVERIN SA 2971,SA 2971
400814600248,43.0,4,Vnt.,TG146,400129.0,Mini viryklė SEVERIN DK 1042,LOG BENDRAS,Sujungta,47,400814600248,Mini viryklė SEVERIN DK 1042,DK 1042
871010366229,47.0,4,Vnt.,TG120,401699.0,Sumuštinių keptuvė PHILIPS HD2392/40,LOG BENDRAS,Sujungta,51,871010366229,Sumuštinių keptuvė PHILIPS HD2392/40,HD2392/40
043917002163,4.0,-4,Vnt.,TG194,451906.0,Kūno skustuvas WAHL Quicks 05604,LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
871010365312,59.0,4,Vnt.,TG120,401698.0,Plaukų kirpimo mašinėlė PHILIPS HC5440/15,LOG BENDRAS,Sujungta,63,871010365312,Plaukų kirpimo mašinėlė PHILIPS HC5440/1,HC5440/15
477901862102,16.0,4,Vnt.,TG099,400225.0,Grybukų keptuvė MIGIRIS,LOG BENDRAS,Sujungta,20,477901862102,Grybukų keptuvė MIGIRIS,Grybukų keptuvė
692528193387,36.0,3,Vnt.,TG066,400866.0,"Ausinės JBL T205BT į ausis, bevielės, mėlyna",LOG BENDRAS,Sujungta,39,692528193387,"Ausinės JBL T205BT į ausis, bevielės, mė","T205BT į ausis, "
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,192940012851,Planš.komp. LENOVO TAB E10 TB-X104F 10.1,TAB E10 TB-X104F
692528193523,79.0,3,Vnt.,TG066,403339.0,Radija JBL TUNER juoda,LOG BENDRAS,Sujungta,82,692528193523,Radija JBL TUNER juoda,TUNER juoda
692528193218,25.0,3,Vnt.,TG066,400869.0,"Ausinės JBL Tune600BTNC ant ausų, triukšmo slopinimas, bluetooth, juoda",LOG BENDRAS,Sujungta,28,692528193218,"Ausinės JBL Tune600BTNC ant ausų, triukš",Tune600BTNC ant 
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,421020165763,Virdulys BRAUN WK300 raudonas,WK300 raudonas
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,424200295825,Dulkių siurblys BOSCH BGB7530,BGB7530
303005009375,100.0,3,Vnt.,TG001,400921.0,Plaukų tiesinimo žnyplės BABYLISS ST325E,LOG BENDRAS,Sujungta,103,303005009375,Plaukų tiesinimo žnyplės BABYLISS ST325E,ST325E
330721608025,13.0,3,Vnt.,TG168,403306.0,Žaidimas XBOX ONE Just Dance 2019,LOG BENDRAS,Sujungta,16,330721608025,Žaidimas XBOX ONE Just Dance 2019,Žaidimas XBOX ON
303005007636,87.0,3,Vnt.,TG001,400914.0,Trimeris BABYLISS E837E,LOG BENDRAS,Sujungta,90,303005007636,Trimeris BABYLISS E837E,E837E
505037010201,20.0,3,Vnt.,TG144,403335.0,Virdulys SCARLETT SC-1020,LOG BENDRAS,Sujungta,23,505037010201,Virdulys SCARLETT SC-1020,SC-1020
761303415531,300.0,3,Vnt.,TG108,403399.0,Kava NESCAFE Dolce Gusto Chococino Caramel 16 kaps.,LOG BENDRAS,Sujungta,303,761303415531,Kava NESCAFE Dolce Gusto Chococino Caram,Chococino Carame
800439932465,6.0,-3,Vnt.,TG030,421198.0,Kavos virimo aparatas DELONGHI ESAM 4000B,LOG BENDRAS,Sujungta,3,800439932465,Kavos virimo aparatas DELONGHI ESAM 4000,ESAM 4000B
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,421020123710,Dantų šepetėlis ORAL-B D12.513 Kids Froz,D12.513 Kids Fro
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,421020117653,Dantų šepetėlio antgalis ORAL-B EB 60-2,EB 60-2 Sensitiv
733254356730,2.0,3,Vnt.,TG038,420650.0,Dulkių siurblys ELECTROLUX EUS87DBM,LOG BENDRAS,Sujungta,5,733254356730,Dulkių siurblys ELECTROLUX EUS87DBM,EUS87DBM
802110378493,28.0,3,Vnt.,TG091,403350.0,Kavos pupelės LUCAFFE Mr. Exclusive 1kg V8493,LOG BENDRAS,Sujungta,31,802110378493,Kavos pupelės LUCAFFE Mr. Exclusive 1kg,Mr. Exclusive 1k
733254355629,57.0,3,Vnt.,TG038,420648.0,Dulkių siurblys ELECTROLUX EEG43WR,LOG BENDRAS,Sujungta,60,733254355629,Dulkių siurblys ELECTROLUX EEG43WR,EEG43WR
801636194327,6.0,3,Vnt.,TG055,420658.0,Dulkių siurblys HOOVER TX50PET 011,LOG BENDRAS,Sujungta,9,801636194327,Dulkių siurblys HOOVER TX50PET 011,TX50PET 011
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,193268847231,Neš.komp. LENOVO Yoga 730-13IWL i7-8565U,Yoga 730-13IWL i
733254355431,13.0,3,Vnt.,TG038,420645.0,Dulkių siurblys ELECTROLUX EPF6ANIMAL,LOG BENDRAS,Sujungta,16,733254355431,Dulkių siurblys ELECTROLUX EPF6ANIMAL,EPF6ANIMAL
303005005279,89.0,3,Vnt.,TG001,400897.0,Plaukų sukimo žnyplės BABYLISS C20E,LOG BENDRAS,Sujungta,92,303005005279,Plaukų sukimo žnyplės BABYLISS C20E,C20E
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,401558851160,Kraujospūdžio matuoklis MEDISANA BU 510,BU 510
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,421020105872,Trintuvas BRAUN MQ745 Aperitif,MQ745 Aperitif
304538634090,26.0,3,Vnt.,TG158,400936.0,Fritiūrinė TEFAL FF123130,LOG BENDRAS,Sujungta,29,304538634090,Fritiūrinė TEFAL FF123130,FF123130
506054284010,14.0,3,Vnt.,TG244,402505.0,"Kokteilinė PROMIXX iX-R, nerūdijančio plieno",LOG BENDRAS,Sujungta,17,506054284010,"Kokteilinė PROMIXX iX-R, nerūdijančio pl",Kokteilinė PROMI
477903303018,14.0,3,Vnt.,TG009,400946.0,Alkotesteris ALCODETECTOR S60,LOG BENDRAS,Sujungta,17,477903303018,Alkotesteris ALCODETECTOR S60,ALCODETECTOR S60
385216372524,3.0,-3,Vnt.,TG250,403249.0,"Žaislas TEKSTA robotas micro gyvūnėlis Šuniukas, 63725",LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
502523285416,3.0,-3,Vnt.,TG118,402886.0,"Ausinės PANASONIC RP-HD6ME-K ant ausų, juodos",LOG BENDRAS,Sujungta,0,502523285416,"Ausinės PANASONIC RP-HD6ME-K ant ausų, j",RP-HD6ME-K ant a
692528192834,31.0,3,Vnt.,TG066,401066.0,"Ausinės JBL T205 į ausis, sidabrinės sp.",LOG BENDRAS,Sujungta,34,692528192834,"Ausinės JBL T205 į ausis, sidabrinės sp.","T205 į ausis, si"
801636193326,9.0,3,Vnt.,TG055,420753.0,Dulkių siurblys HOOVER LA71_LA10011,LOG BENDRAS,Sujungta,12,801636193326,Dulkių siurblys HOOVER LA71_LA10011,LA71_LA10011
692528191906,28.0,3,Vnt.,TG066,400998.0,"Ausinės JBL T210GRY į ausis, su mikrofonu, pilkos",LOG BENDRAS,Sujungta,31,692528191906,"Ausinės JBL T210GRY į ausis, su mikrofon",Ausinės JBL T210
880609831350,2.0,3,Vnt.,TG189,420747.0,Mikrobangų krosnelė LG MS2535GIB,LOG BENDRAS,Sujungta,5,880609831350,Mikrob. krosnelė LG MS2535GIB,MS2535GIB
692528192450,10.0,3,Vnt.,TG066,401068.0,"Ausinės JBL T210RGD į ausis, rožinio aukso sp.",LOG BENDRAS,Sujungta,13,692528192450,"Ausinės JBL T210RGD į ausis, rožinio auk","T210RGD į ausis,"
733254359507,26.0,3,Vnt.,TG038,420736.0,Dulkių siurblys šluota ELECTROLUX PF91-ALRGY,LOG BENDRAS,Sujungta,29,733254359507,Dulkių siurblys ELECTROLUX PF91-ALRGY,PF91-ALRGY
